MTFPA,USDI - BUREAU OF INDIAN AFFAIRS (Fort Peck Agency)
MTNCA,USDI - BUREAU OF INDIAN AFFAIRS (Northern Cheyenne Agency)
MTRBA,USDI - BUREAU OF INDIAN AFFAIRS (Rocky Boys Agency)
MTRNA,USDI - BUREAU OF INDIAN AFFAIRS (Ronan Agency)
NDFBA,USDI - BUREAU OF INDIAN AFFAIRS (Fort Berthold Agency)
NDFTA,USDI - BUREAU OF INDIAN AFFAIRS (Fort Totten Agency)
NDTMA,USDI - BUREAU OF INDIAN AFFAIRS (Turtle Mountain Agency)
IDKOR,USDI - BUREAU OF RECLAIMATION (Kootenai)
MTBLR,USDI - BUREAU OF RECLAIMATION (Benton Lake)
MTBWR,USDI - BUREAU OF RECLAIMATION (Bowdoin)
MTCMR,USDI - BUREAU OF RECLAIMATION (Charles M. Russell)
MTLMR,USDI - BUREAU OF RECLAIMATION (Lee Metcalf)
MTMLR,USDI - BUREAU OF RECLAIMATION (Medicine Lake)
MTNBR,USDI - BUREAU OF RECLAIMATION (National Bison Range)
MTRLR,USDI - BUREAU OF RECLAIMATION (Red Rock Lakes)
NDADR,USDI - BUREAU OF RECLAIMATION (Audubon)
NDAWR,USDI - BUREAU OF RECLAIMATION (Arrowwood)
NDCLR,USDI - BUREAU OF RECLAIMATION (Chase Lake)
NDCRR,USDI - BUREAU OF RECLAIMATION (Crosby)
NDDLR,USDI - BUREAU OF RECLAIMATION (Des Lacs)
NDJCR,USDI - BUREAU OF RECLAIMATION (J. Clark Salyer)
NDKMR,USDI - BUREAU OF RECLAIMATION (Kulm)
NDLIR,USDI - BUREAU OF RECLAIMATION (Lake ILO)
NDLLR,USDI - BUREAU OF RECLAIMATION (Long Lake)
NDLWR,USDI - BUREAU OF RECLAIMATION (Lostwood Lake)
NDSHR,USDI - BUREAU OF RECLAIMATION (Sullys Hill National Game Preserve)
NDSLR,USDI - BUREAU OF RECLAIMATION (Spirit Lake)
NDTWR,USDI - BUREAU OF RECLAIMATION (Tewaukon)
NDUSR,USDI - BUREAU OF RECLAIMATION (Upper Souris)
NDVCR,USDI - BUREAU OF RECLAIMATION (Valley City)
IDNPP,USDI - NATIONAL PARK SERVICE (Nez Perce NHP)
MTBHP,USDI - NATIONAL PARK SERVICE (Big Hole National Battlefield)
MTBIP,USDI - NATIONAL PARK SERVICE (Big Horn CanyonA)
MTGKP,USDI - NATIONAL PARK SERVICE (Grant-Kohrs Ranch NHS)
MTGNP,USDI - NATIONAL PARK SERVICE (Glacier National Park)
MTLBP,USDI - NATIONAL PARK SERVICE (Little Bighorn Battlefield NHD)
NDFUP,USDI - NATIONAL PARK SERVICE (Fort Union Trading Post NHS)
NDIPP,USDI - NATIONAL PARK SERVICE (International Peace Gardens)
NDKRP,USDI - NATIONAL PARK SERVICE (Knife River Indian Villages NHS)
NDTRP,USDI - NATIONAL PARK SERVICE (Theodore Roosevelt NP)
WYYNP,USDI - NATIONAL PARK SERVICE (Yellowstone National Park)
ORCGF,USDA - FOREST SERVICE (Columbia River Gorge National Scenic Area)
ORDEF,USDA - FOREST SERVICE (Deschutes National Forest)
ORFRF,USDA - FOREST SERVICE (Fremont National Forest)
ORMAF,USDA - FOREST SERVICE (Malheur National Forest)
ORMHF,USDA - FOREST SERVICE (Mt. Hood National Forest)
OROCF,USDA - FOREST SERVICE (Ochoco National Forest)
ORRRF,USDA - FOREST SERVICE (Rogue River National Forest)
ORSIF,USDA - FOREST SERVICE (Siskiyou National Forest)
ORSUF,USDA - FOREST SERVICE (Siuslaw National Forest)
ORUMF,USDA - FOREST SERVICE (Umatilla National Forest)
ORUPF,USDA - FOREST SERVICE (Umpqua National Forest)
ORWIF,USDA - FOREST SERVICE (Willamette National Forest)
ORWNF,USDA - FOREST SERVICE (Winema National Forest)
ORWWF,USDA - FOREST SERVICE (Wallowa-Whitman National Forest)
WACOF,USDA - FOREST SERVICE (Colville National Forest)
WAGPF,USDA - FOREST SERVICE (Gifford Pinchot National Forest)
WAMSF,USDA - FOREST SERVICE (Mt. Baker-Snoqualmie National Forest)
WAOLF,USDA - FOREST SERVICE (Olympic National Forest)
WAOWF,USDA - FOREST SERVICE (Okanogan/Wenatchee National Forest)
ORSIA,USDI - BUREAU OF INDIAN AFFAIRS (Siletz Agency)
ORUMA,USDI - BUREAU OF INDIAN AFFAIRS (Umatilla Agency)
ORWSA,USDI - BUREAU OF INDIAN AFFAIRS (Warm Springs Agency)
WACOA,USDI - BUREAU OF INDIAN AFFAIRS (Colville Agency)
WAOPA,USDI - BUREAU OF INDIAN AFFAIRS (Olympic Peninsula Agency)
WAPSA,USDI - BUREAU OF INDIAN AFFAIRS (Puget Sound Agency)
WASPA,USDI - BUREAU OF INDIAN AFFAIRS (Spokane Agency)
WAYAA,USDI - BUREAU OF INDIAN AFFAIRS (Yakima Agency)
ORAKR,USDI - FISH & WILDLIFE SERVICE (Ankeny)
ORBKR,USDI - FISH & WILDLIFE SERVICE (Baskett Slough)
ORBMR,USDI - FISH & WILDLIFE SERVICE (Bandon Marsh)
ORBVR,USDI - FISH & WILDLIFE SERVICE (Bear Valley)
ORCOR,USDI - FISH & WILDLIFE SERVICE (Cold Springs)
ORCPR,USDI - FISH & WILDLIFE SERVICE (Cape Meares)
ORHAR,USDI - FISH & WILDLIFE SERVICE (The Hart Mountain National Antelope Refuge)
ORKLR,USDI - FISH & WILDLIFE SERVICE (Klamath Forest)
ORLAR,USDI - FISH & WILDLIFE SERVICE (Lewis and Clark)
ORLOR,USDI - FISH & WILDLIFE SERVICE (Lower Klamath)
ORMAR,USDI - FISH & WILDLIFE SERVICE (Malheur)
ORMKR,USDI - FISH & WILDLIFE SERVICE (McKay Creek)
ORNTR,USDI - FISH & WILDLIFE SERVICE (Nestucca Bay)
ORORR,USDI - FISH & WILDLIFE SERVICE (Oregon Islands)
ORSHR,USDI - FISH & WILDLIFE SERVICE (Sheldon-Hart)
ORSIR,USDI - FISH & WILDLIFE SERVICE (Siletz Bay)
ORTAR,USDI - FISH & WILDLIFE SERVICE (Three Arch Rocks)
ORTUR,USDI - FISH & WILDLIFE SERVICE (Tualatin River)
ORUKR,USDI - FISH & WILDLIFE SERVICE (Upper Klamath)
ORUMR,USDI - FISH & WILDLIFE SERVICE (Umatilla)
ORWMR,USDI - FISH & WILDLIFE SERVICE (William L. Finley)
ORWTR,USDI - FISH & WILDLIFE SERVICE (Wapator)
WACBR,USDI - FISH & WILDLIFE SERVICE (Columbia)
WACNR,USDI - FISH & WILDLIFE SERVICE (Conboy Lake)
WACOR,USDI - FISH & WILDLIFE SERVICE (Copalis)
WADNR,USDI - FISH & WILDLIFE SERVICE (Dungeness)
WAFLR,USDI - FISH & WILDLIFE SERVICE (Flattery Rocks)
WAGHR,USDI - FISH & WILDLIFE SERVICE (Gray's Harbor)
WAHFR,USDI - FISH & WILDLIFE SERVICE (Hanford Reach National Monument)
WAJHR,USDI - FISH & WILDLIFE SERVICE (Julia Bulter Hansen for the Columbia)
WALPR,USDI - FISH & WILDLIFE SERVICE (Little Pend Oreille)
WALWH,USDI - FISH & WILDLIFE SERVICE (Leavenworth National Fish Hatchery)
WAMCR,USDI - FISH & WILDLIFE SERVICE (Mid Columbia National Wildlife Refuge Complex)
WAMNR,USDI - FISH & WILDLIFE SERVICE (McNary)
WANQR,USDI - FISH & WILDLIFE SERVICE (Nisqually)
WAPIR,USDI - FISH & WILDLIFE SERVICE (Pierce)
WAPRR,USDI - FISH & WILDLIFE SERVICE (Protection Island)
WAQLR,USDI - FISH & WILDLIFE SERVICE (Quillayute Needles)
WARFR,USDI - FISH & WILDLIFE SERVICE (Ridgefield)
WASAR,USDI - FISH & WILDLIFE SERVICE (Saddle Mountain)
WASGR,USDI - FISH & WILDLIFE SERVICE (Steigerwald Lake)
WASNR,USDI - FISH & WILDLIFE SERVICE (San Juan Islands)
WATBR,USDI - FISH & WILDLIFE SERVICE (Turnbull)
WATPR,USDI - FISH & WILDLIFE SERVICE (Toppenish)
WAWIR,USDI - FISH & WILDLIFE SERVICE (Washington Islands)
WAWLR,USDI - FISH & WILDLIFE SERVICE (Willapa)
ORCLP,USDI - NATIONAL PARK SERVICE (Crater Lake NP)
ORFCP,USDI - NATIONAL PARK SERVICE (Ft. Clatsop NM)
ORJDP,USDI - NATIONAL PARK SERVICE (John Day Fossil Beds NM)
OROCP,USDI - NATIONAL PARK SERVICE (Oregon Caves NM)
WAELP,USDI - NATIONAL PARK SERVICE (Ebey's Landing National Historical Reserve)
WAFVP,USDI - NATIONAL PARK SERVICE (Ft. Vancouver NHS)
WAKGP,USDI - NATIONAL PARK SERVICE (Klondike Gold Rush NHP - Seattle Unit)
WALCP,USDI - NATIONAL PARK SERVICE (Lake Chelan NRA)
WALRP,USDI - NATIONAL PARK SERVICE (Lake Roosevelt NRA)
WAMRP,USDI - NATIONAL PARK SERVICE (Mt. Rainier NP)
WANCP,USDI - NATIONAL PARK SERVICE (North Cascades NP)
WAOLP,USDI - NATIONAL PARK SERVICE (Olympic NP)
WARLP,USDI - NATIONAL PARK SERVICE (Ross Lake NRA)
WASJP,USDI - NATIONAL PARK SERVICE (San Juan Island NHP)
WAWMP,USDI - NATIONAL PARK SERVICE (Whitman Mission NHS)
COARF,USDA - FOREST SERVICE (Arapaho & Roosevelt NFs/Pawnee NG)
COGMF,USDA - FOREST SERVICE (Grand Mesa/Uncompahgre/Gunnison NF)
COPSF,USDA - FOREST SERVICE (Pike and San Isabel NF)
CORGF,USDA - FOREST SERVICE (Rio Grande NF)
CORTF,USDA - FOREST SERVICE (Routt National Forest)
COWRF,USDA - FOREST SERVICE (White River NF)
NENBF,USDA - FOREST SERVICE (Nebraska NF NE)
SDBKF,USDA - FOREST SERVICE (Black Hills NF SD)
WYBHF,USDA - FOREST SERVICE (Bighorn NF WY)
WYMBF,USDA - FOREST SERVICE (Medicine Bow NF WY)
WYSHF,USDA - FOREST SERVICE (Shoshone NF WY)
COSUA,USDI - BUREAU OF INDIAN AFFAIRS (Southern Ute Reservation)
COUMA,USDI - BUREAU OF INDIAN AFFAIRS (Ute Mountain Reservation)
NDSRA,USDI - BUREAU OF INDIAN AFFAIRS (Standing Rock Reservation)
WYWRA,USDI - BUREAU OF INDIAN AFFAIRS (Wind River Reservation)
KSHTA,USDI - BUREAU OF INDIAN AFFAIRS (Horton Reservation)
NEWBA,USDI - BUREAU OF INDIAN AFFAIRS (Winnebago Reservation)
SDCCA,USDI - BUREAU OF INDIAN AFFAIRS (Crow Creek Reservation)
SDCRA,USDI - BUREAU OF INDIAN AFFAIRS (Cheyenne River Reservation)
SDLBA,USDI - BUREAU OF INDIAN AFFAIRS (Lower Brule Reservation)
SDPRA,USDI - BUREAU OF INDIAN AFFAIRS (Pine Ridge Reservation)
SDRBA,USDI - BUREAU OF INDIAN AFFAIRS (Rosebud Reservation)
SDSWA,USDI - BUREAU OF INDIAN AFFAIRS (Sisseton-Wahpeton Reservation)
SDYAA,USDI - BUREAU OF INDIAN AFFAIRS (Yankton Reservation)
COALR,USDI - FISH & WILDLIFE SERVICE (Alamosa)
COARR,USDI - FISH & WILDLIFE SERVICE (Arapaho)
COBAR,USDI - FISH & WILDLIFE SERVICE (Baca)
COBPR,USDI - FISH & WILDLIFE SERVICE (Brown?s Park)
COMVR,USDI - FISH & WILDLIFE SERVICE (Monte Vista)
CORMR,USDI - FISH & WILDLIFE SERVICE (Rocky Mountain Arsenal)
KSFLR,USDI - FISH & WILDLIFE SERVICE (Flint Hills)
KSKIR,USDI - FISH & WILDLIFE SERVICE (Kirwin)
KSMCR,USDI - FISH & WILDLIFE SERVICE (Maris des Cygnes)
KSQUR,USDI - FISH & WILDLIFE SERVICE (Quivira)
NECLR,USDI - FISH & WILDLIFE SERVICE (Crescent Lake)
NEFNR,USDI - FISH & WILDLIFE SERVICE (Ft. Niobrara FNR)
NENPR,USDI - FISH & WILDLIFE SERVICE (North Platte)
NERBR,USDI - FISH & WILDLIFE SERVICE (Rainwater Basin WMD)
NESLR,USDI - FISH & WILDLIFE SERVICE (Sand Lake)
NEVAR,USDI - FISH & WILDLIFE SERVICE (Valentine)
SDHUR,USDI - FISH & WILDLIFE SERVICE (Huron WMD)
SDLAR,USDI - FISH & WILDLIFE SERVICE (Lake Andes)
SDLCR,USDI - FISH & WILDLIFE SERVICE (Lacreek)
SDMDR,USDI - FISH & WILDLIFE SERVICE (Madison WMD)
SDWAR,USDI - FISH & WILDLIFE SERVICE (Waubay)
WYSER,USDI - FISH & WILDLIFE SERVICE (Seedskadee)
COBCP,USDI - NATIONAL PARK SERVICE (Black Cyn. Of the Gunnison NP)
COBFP,USDI - NATIONAL PARK SERVICE (Bents Old Fort NHS)
COCCP,USDI - NATIONAL PARK SERVICE (Curecanti NRA)
COCNP,USDI - NATIONAL PARK SERVICE (Colorado NM)
CODSP,USDI - NATIONAL PARK SERVICE (Dinosaur NP)
COFFP,USDI - NATIONAL PARK SERVICE (Florissant Fossil Beds NP)
COGSP,USDI - NATIONAL PARK SERVICE (Great Sand Dunes NM)
COMVP,USDI - NATIONAL PARK SERVICE (Mesa Verde NP)
CORMP,USDI - NATIONAL PARK SERVICE (Rocky Mountain NP)
COYHP,USDI - NATIONAL PARK SERVICE (Yucca House NM)
KSFLP,USDI - NATIONAL PARK SERVICE (Fort Larned NHS)
KSFSP,USDI - NATIONAL PARK SERVICE (Fort Scott NHS)
KSTGP,USDI - NATIONAL PARK SERVICE (Tall Grass Prairie NP)
WYBHP,USDI - NATIONAL PARK SERVICE (Bighorn Canyon NRA)
WYDTP,USDI - NATIONAL PARK SERVICE (Devils Tower NM)
WYFBP,USDI - NATIONAL PARK SERVICE (Fossil Butte NM)
WYFLP,USDI - NATIONAL PARK SERVICE (Ft. Laramie NHS)
NEAFP,USDI - NATIONAL PARK SERVICE (Agate Fossil Beds NM)
NEHOP,USDI - NATIONAL PARK SERVICE (Homestead NM)
NESBP,USDI - NATIONAL PARK SERVICE (Scotts Bluff NM)
SDBDP,USDI - NATIONAL PARK SERVICE (Badlands NP)
SDJCP,USDI - NATIONAL PARK SERVICE (Jewel Cave NM)
SDMRP,USDI - NATIONAL PARK SERVICE (Mount Rushmore NM)
SDWCP,USDI - NATIONAL PARK SERVICE (Wind Cave NP)
ALALF,USDA - FOREST SERVICE (National Forests in Alabama)
AROUF,USDA - FOREST SERVICE (Ouachita National Forest AR)
AROZF,USDA - FOREST SERVICE (Ozark & St. Francis National Forests)
FLFNF,USDA - FOREST SERVICE (National Forests in Florida)
FLCHF,USDA - FOREST SERVICE (Chattahoochee-Oconee National Forest)
KYDBF,USDA - FOREST SERVICE (Daniel Boone National Forest)
KYLBF,USDA - FOREST SERVICE (Land Between the Lakes NRA)
LAKIF,USDA - FOREST SERVICE (Kisatchie National Forest)
MSMNF,USDA - FOREST SERVICE (National Forests in Mississippi)
NCLBJ,USDA - FOREST SERVICE (Lyndon B. Johnson Job Corp Center)
NCNCF,USDA - FOREST SERVICE (National Forests in North Carolina)
NCSCK,USDA - FOREST SERVICE (Schenck Job Corp Center)
PRCAF,USDA - FOREST SERVICE (Caribbean National Forest)
SCFMF,USDA - FOREST SERVICE (Francis Marion & Sumter National Forests SC)
SCSRF,USDA - FOREST SERVICE (Savannah River Forest)
TNCNF,USDA - FOREST SERVICE (Cherokee National Forest)
TNJCJ,USDA - FOREST SERVICE (Jacobs Creek Job Corp Center)
TXTXF,USDA - FOREST SERVICE (National Forests And Grasslands In Texas TX)
VAVAF,USDA - FOREST SERVICE (George Washington & Jefferson National)
FLSEA,USDI - BUREAU OF INDIAN AFFAIRS (Seminole Agency)
MSCHA,USDI - BUREAU OF INDIAN AFFAIRS (Choctaw Agency)
NCECA,USDI - BUREAU OF INDIAN AFFAIRS (Eastern Cherokee Agency)
SCAAA,USDI - BUREAU OF INDIAN AFFAIRS (Southern Plains Agency)
SCACA,USDI - BUREAU OF INDIAN AFFAIRS (Alabama-Coushatta Agency)
OKCHA,USDI - BUREAU OF INDIAN AFFAIRS (Chickasaw Agency)
OKCNA,USDI - BUREAU OF INDIAN AFFAIRS (Cherokee Nation Tribe)
OKMIA,USDI - BUREAU OF INDIAN AFFAIRS (Miami Agency)
OKOSA,USDI - BUREAU OF INDIAN AFFAIRS (Osage Agency)
OKWEA,USDI - BUREAU OF INDIAN AFFAIRS (Wewoka Agency)
ALBOR,USDI - FISH & WILDLIFE SERVICE (Bon Secour)
ALBWR,USDI - FISH & WILDLIFE SERVICE (Blowing Wind Cave)
ALCHR,USDI - FISH & WILDLIFE SERVICE (Choctaw)
ALEFR,USDI - FISH & WILDLIFE SERVICE (Eufaula)
ALFER,USDI - FISH & WILDLIFE SERVICE (Fern Cave)
ALWAR,USDI - FISH & WILDLIFE SERVICE (Watercress Darter)
ALWLR,USDI - FISH & WILDLIFE SERVICE (Wheeler)
ARBGR,USDI - FISH & WILDLIFE SERVICE (Big Lake)
ARCRR,USDI - FISH & WILDLIFE SERVICE (Cache River)
ARFSR,USDI - FISH & WILDLIFE SERVICE (Felsenthal)
ARHLR,USDI - FISH & WILDLIFE SERVICE (Holla Bend)
ARLOR,USDI - FISH & WILDLIFE SERVICE (Logan Cave)
ARNAR,USDI - FISH & WILDLIFE SERVICE (Northeast Arkansas Refuges)
AROVR,USDI - FISH & WILDLIFE SERVICE (Overflow)
ARPCR,USDI - FISH & WILDLIFE SERVICE (Pond Creek)
ARWHR,USDI - FISH & WILDLIFE SERVICE (White River)
ARWPR,USDI - FISH & WILDLIFE SERVICE (Wapanocca)
FLACR,USDI - FISH & WILDLIFE SERVICE (Archie Carr)
FLCAR,USDI - FISH & WILDLIFE SERVICE (Caloosahatchee)
FLCHR,USDI - FISH & WILDLIFE SERVICE (Chassahowitzka)
FLCKR,USDI - FISH & WILDLIFE SERVICE (Cedar Keys)
FLCLR,USDI - FISH & WILDLIFE SERVICE (Crocodile Lake)
FLCRR,USDI - FISH & WILDLIFE SERVICE (Crystal River)
FLEGR,USDI - FISH & WILDLIFE SERVICE (Egmont Key)
FLFPR,USDI - FISH & WILDLIFE SERVICE (Florida Panther)
FLGWR,USDI - FISH & WILDLIFE SERVICE (Great White Heron)
FLHBR,USDI - FISH & WILDLIFE SERVICE (Hobe Sound)
FLISR,USDI - FISH & WILDLIFE SERVICE (Island Bay)
FLJNR,"USDI - FISH & WILDLIFE SERVICE (J.N. ""Ding"" Darling)"
FLKER,USDI - FISH & WILDLIFE SERVICE (Key West)
FLLRR,USDI - FISH & WILDLIFE SERVICE (Lake Wales Ridge)
FLLSR,USDI - FISH & WILDLIFE SERVICE (Lower Suwannee)
FLLWR,USDI - FISH & WILDLIFE SERVICE (Lake Woodruff)
FLLXR,USDI - FISH & WILDLIFE SERVICE (Arthur R. Marshall/Loxahatchee)
FLMAR,USDI - FISH & WILDLIFE SERVICE (Matlacha Pass)
FLMIR,USDI - FISH & WILDLIFE SERVICE (Merritt Island)
FLNKR,USDI - FISH & WILDLIFE SERVICE (National Key Deer Refuge)
FLPAR,USDI - FISH & WILDLIFE SERVICE (Passage Key)
FLPIR,USDI - FISH & WILDLIFE SERVICE (Pine Island)
FLPLR,USDI - FISH & WILDLIFE SERVICE (Pelican Island)
FLPNR,USDI - FISH & WILDLIFE SERVICE (Pinellas)
FLSJR,USDI - FISH & WILDLIFE SERVICE (St. Johns)
FLSMR,USDI - FISH & WILDLIFE SERVICE (St. Marks)
FLSVR,USDI - FISH & WILDLIFE SERVICE (St. Vincent)
FLSWR,USDI - FISH & WILDLIFE SERVICE (Southwest orida Gulf Coast Refuges)
FLTBR,USDI - FISH & WILDLIFE SERVICE (Tampa Bay Refuges)
FLTTR,USDI - FISH & WILDLIFE SERVICE (Ten Thousand Islands)
GABLR,USDI - FISH & WILDLIFE SERVICE (Blackbeard Island)
GABNR,USDI - FISH & WILDLIFE SERVICE (Banks Lake)
GABSR,USDI - FISH & WILDLIFE SERVICE (Bond Swamp)
GAHSR,USDI - FISH & WILDLIFE SERVICE (Harris Neck)
GAOKR,USDI - FISH & WILDLIFE SERVICE (Okefenokee)
GAPDR,USDI - FISH & WILDLIFE SERVICE (Piedmont)
GASAR,USDI - FISH & WILDLIFE SERVICE (Savannah Coastal Refuges)
GATYR,USDI - FISH & WILDLIFE SERVICE (Tybee)
GAWLR,USDI - FISH & WILDLIFE SERVICE (Wolf Island)
GAWSR,USDI - FISH & WILDLIFE SERVICE (Wassaw)
KYCLR,USDI - FISH & WILDLIFE SERVICE (Clark's River KY)
LAATR,USDI - FISH & WILDLIFE SERVICE (Atchafalaya)
LABAR,USDI - FISH & WILDLIFE SERVICE (Bayou Cocodrie)
LABBR,USDI - FISH & WILDLIFE SERVICE (Big Branch Marsh)
LABCR,USDI - FISH & WILDLIFE SERVICE (Bouge Chitto)
LABSR,USDI - FISH & WILDLIFE SERVICE (Bayouuvage)
LABTR,USDI - FISH & WILDLIFE SERVICE (Breton)
LACPR,USDI - FISH & WILDLIFE SERVICE (Cameron Prarie)
LACTR,USDI - FISH & WILDLIFE SERVICE (Catahoula)
LADLR,USDI - FISH & WILDLIFE SERVICE (Delta)
LADRR,USDI - FISH & WILDLIFE SERVICE (D'Arbonne)
LAGCR,USDI - FISH & WILDLIFE SERVICE (Grand Cote)
LAHAR,USDI - FISH & WILDLIFE SERVICE (Handy Brake)
LALCR,USDI - FISH & WILDLIFE SERVICE (Lacassine)
LALOR,USDI - FISH & WILDLIFE SERVICE (Lake Ophelia)
LALWR,USDI - FISH & WILDLIFE SERVICE (Louisiana Wetlands)
LAMYR,USDI - FISH & WILDLIFE SERVICE (Mandalay)
LARRR,USDI - FISH & WILDLIFE SERVICE (Red River)
LASBR,USDI - FISH & WILDLIFE SERVICE (Sabine)
LASHR,USDI - FISH & WILDLIFE SERVICE (Shell Keys)
LATNR,USDI - FISH & WILDLIFE SERVICE (Tensas River)
LAUOR,USDI - FISH & WILDLIFE SERVICE (Upper Ouachita)
MSDAR,USDI - FISH & WILDLIFE SERVICE (Dahomey)
MSGBR,USDI - FISH & WILDLIFE SERVICE (Grand Bay)
MSHLR,USDI - FISH & WILDLIFE SERVICE (Hillside)
MSMBR,USDI - FISH & WILDLIFE SERVICE (Mathews Brake)
MSMKR,USDI - FISH & WILDLIFE SERVICE (Morgan Brake)
MSMSR,USDI - FISH & WILDLIFE SERVICE (Mississippi Sandhill Crane)
MSMWR,USDI - FISH & WILDLIFE SERVICE (Mississippi Wetlands Authority)
MSNXR,USDI - FISH & WILDLIFE SERVICE (Noxubee)
MSPNR,USDI - FISH & WILDLIFE SERVICE (Panther Swamp)
MSSCR,USDI - FISH & WILDLIFE SERVICE (St. Catherine Creek)
MSTAR,USDI - FISH & WILDLIFE SERVICE (Tallehatchie)
MSYZR,USDI - FISH & WILDLIFE SERVICE (Yazoo)
NCALR,USDI - FISH & WILDLIFE SERVICE (Alligator River)
NCCDR,USDI - FISH & WILDLIFE SERVICE (Cedar Island)
NCCRR,USDI - FISH & WILDLIFE SERVICE (Currituck)
NCFWC,USDI - FISH & WILDLIFE SERVICE (Alligator River Dispatch)
NCMCR,USDI - FISH & WILDLIFE SERVICE (Mackay Island)
NCMTR,USDI - FISH & WILDLIFE SERVICE (Mattamuskeet)
NCMUR,USDI - FISH & WILDLIFE SERVICE (Pungo)
NCPER,USDI - FISH & WILDLIFE SERVICE (Pee Dee)
NCPLR,USDI - FISH & WILDLIFE SERVICE (Pea Island)
NCPOR,USDI - FISH & WILDLIFE SERVICE (Pocosin Lakes)
NCRRR,USDI - FISH & WILDLIFE SERVICE (Roanoke River)
NCSWR,USDI - FISH & WILDLIFE SERVICE (Swanquarter)
OKDXR,USDI - FISH & WILDLIFE SERVICE (Dexter NFH)
OKLRR,USDI - FISH & WILDLIFE SERVICE (Little River)
OKLSR,USDI - FISH & WILDLIFE SERVICE (Little Sandy)
OKOBR,USDI - FISH & WILDLIFE SERVICE (Oklahoma Bat Caves)
OKSLR,USDI - FISH & WILDLIFE SERVICE (Salt Plains)
OKSQR,USDI - FISH & WILDLIFE SERVICE (Sequoyah)
OKTSR,USDI - FISH & WILDLIFE SERVICE (Tishomingo)
OKWMR,USDI - FISH & WILDLIFE SERVICE (Wichita Mountains)
OKWSR,USDI - FISH & WILDLIFE SERVICE (Washita)
PRCBR,USDI - FISH & WILDLIFE SERVICE (Cabo Rojo)
PRCUR,USDI - FISH & WILDLIFE SERVICE (Culebra)
PRDER,USDI - FISH & WILDLIFE SERVICE (Desecheo)
PRLCR,USDI - FISH & WILDLIFE SERVICE (Laguna Cartagena PR)
SCACR,USDI - FISH & WILDLIFE SERVICE (Ace Basin)
SCCMR,USDI - FISH & WILDLIFE SERVICE (Cape Romain)
SCCRR,USDI - FISH & WILDLIFE SERVICE (Carolina Sandhills)
SCPKR,USDI - FISH & WILDLIFE SERVICE (Pinckney Island)
SCSNR,USDI - FISH & WILDLIFE SERVICE (Santee)
SCWAR,USDI - FISH & WILDLIFE SERVICE (Waccamaw)
TNCHR,USDI - FISH & WILDLIFE SERVICE (Chicksaw)
TNCRR,USDI - FISH & WILDLIFE SERVICE (Cross Creeks)
TNHTR,USDI - FISH & WILDLIFE SERVICE (Hatchie)
TNLHR,USDI - FISH & WILDLIFE SERVICE (Lower Hatchie)
TNLIR,USDI - FISH & WILDLIFE SERVICE (Lake Isom)
TNRLR,USDI - FISH & WILDLIFE SERVICE (Reelfoot)
TNTNR,USDI - FISH & WILDLIFE SERVICE (Tennessee)
TXARR,USDI - FISH & WILDLIFE SERVICE (Arans)
TXATR,USDI - FISH & WILDLIFE SERVICE (Attwater Prarie Chicken)
TXBAR,USDI - FISH & WILDLIFE SERVICE (Balcones Canyon)
TXBBR,USDI - FISH & WILDLIFE SERVICE (Big Boggy)
TXBRR,USDI - FISH & WILDLIFE SERVICE (Brazoria)
TXCLR,USDI - FISH & WILDLIFE SERVICE (Caddo Lake)
TXCOR,USDI - FISH & WILDLIFE SERVICE (Columbia Lakes)
TXHGR,USDI - FISH & WILDLIFE SERVICE (Hagerman)
TXLGR,USDI - FISH & WILDLIFE SERVICE (Laguna Atasco)
TXMAR,USDI - FISH & WILDLIFE SERVICE (Matagorda)
TXMCR,USDI - FISH & WILDLIFE SERVICE (McFaddin)
TXMDR,USDI - FISH & WILDLIFE SERVICE (Moody)
TXRGR,USDI - FISH & WILDLIFE SERVICE (Lower Rio Grande Valley)
TXSNR,USDI - FISH & WILDLIFE SERVICE (San Bernard)
TXSRR,USDI - FISH & WILDLIFE SERVICE (South Texas Refuge Complex)
TXSTR,USDI - FISH & WILDLIFE SERVICE (Santa Ana)
TXTCR,USDI - FISH & WILDLIFE SERVICE (Texas Chenier Plain Complex)
TXTMR,USDI - FISH & WILDLIFE SERVICE (Texas Mid Coast Refuge Complex)
TXTPR,USDI - FISH & WILDLIFE SERVICE (Texas Point)
TXTRR,USDI - FISH & WILDLIFE SERVICE (Trinity River)
TXAHR,USDI - FISH & WILDLIFE SERVICE (Anahuac)
VABBR,USDI - FISH & WILDLIFE SERVICE (Back Bay)
VACHR,USDI - FISH & WILDLIFE SERVICE (Chincoteague)
VAESR,USDI - FISH & WILDLIFE SERVICE (Eastern Shore of Virginia)
VAEVR,USDI - FISH & WILDLIFE SERVICE (Eastern Virginia Rivers Refuges)
VAGDR,USDI - FISH & WILDLIFE SERVICE (Great Dismal Swamp)
VAJRR,USDI - FISH & WILDLIFE SERVICE (James River)
VAMNR,USDI - FISH & WILDLIFE SERVICE (Mason Neck)
VAOQR,USDI - FISH & WILDLIFE SERVICE (Occoquan Bay)
VAPBX,USDI - FISH & WILDLIFE SERVICE (Paint Bank NFH)
VAPQR,USDI - FISH & WILDLIFE SERVICE (Presquile)
VAPRR,USDI - FISH & WILDLIFE SERVICE (Potomac River Refuges)
